encrypted_image,reference_image,visual_quality,ground_truth
lion_02_2.jpg,lion.bmp,0.3253968253968254,0.24
lion_02_4.jpg,lion.bmp,0.6904761904761906,0.47
lion_03_1.j2k,lion.bmp,0.0238095238095238,0.2
lion_03_2.j2k,lion.bmp,0.1746031746031746,0.2
lion_03_3.j2k,lion.bmp,0.2539682539682539,0.21
lion_03_4.j2k,lion.bmp,0.4841269841269841,0.3299999999999999
lion_03_5.j2k,lion.bmp,0.7142857142857143,0.5
lion_03_6.j2k,lion.bmp,0.8888888888888888,0.79
lion_04_1.j2k,lion.bmp,0.0238095238095238,0.2
lion_04_2.j2k,lion.bmp,0.1666666666666666,0.2
lion_04_4.j2k,lion.bmp,0.6587301587301588,0.4599999999999999
lion_05_1.j2k,lion.bmp,0.0158730158730158,0.2
lion_05_2.j2k,lion.bmp,0.1269841269841269,0.2
lion_05_3.j2k,lion.bmp,0.2301587301587301,0.2
lion_05_4.j2k,lion.bmp,0.3412698412698412,0.2299999999999999
lion_05_5.j2k,lion.bmp,0.4920634920634921,0.29
lion_06_1.j2k,lion.bmp,0.0873015873015873,0.2
lion_06_2.j2k,lion.bmp,0.373015873015873,0.27
lion_06_4.j2k,lion.bmp,0.8492063492063492,0.7
lion_06_5.j2k,lion.bmp,0.9682539682539684,0.8699999999999999
lion_07_2.bmp,lion.bmp,0.3412698412698412,0.24
lion_07_3.bmp,lion.bmp,0.4761904761904761,0.3299999999999999
lion_07_4.bmp,lion.bmp,0.6984126984126986,0.51
lion_08_1.bmp,lion.bmp,0.0,0.2
lion_08_2.bmp,lion.bmp,0.0,0.2
lion_08_3.bmp,lion.bmp,0.0,0.2
lion_08_4.bmp,lion.bmp,0.1587301587301587,0.2
lion_09_1.bmp,lion.bmp,0.0,0.2
lion_09_3.bmp,lion.bmp,0.246031746031746,0.21
lion_09_4.bmp,lion.bmp,0.4047619047619047,0.22
lion_09_5.bmp,lion.bmp,0.5555555555555555,0.26
lion_09_6.bmp,lion.bmp,0.7380952380952381,0.43
lion_10_1.bmp,lion.bmp,0.0158730158730158,0.2
lion_10_4.bmp,lion.bmp,0.5634920634920636,0.35
lion_10_5.bmp,lion.bmp,0.6428571428571428,0.39
lion_10_6.bmp,lion.bmp,0.9365079365079366,0.79
lotus.bmp,lotus.bmp,1.0,1.0
lotus_01_1.j2k,lotus.bmp,0.0079365079365079,0.2
lotus_01_3.j2k,lotus.bmp,0.1904761904761904,0.2
lotus_01_4.j2k,lotus.bmp,0.3253968253968254,0.22
lotus_02_1.jpg,lotus.bmp,0.0,0.2
lotus_02_2.jpg,lotus.bmp,0.2619047619047619,0.22
lotus_02_3.jpg,lotus.bmp,0.4841269841269841,0.32
lotus_02_4.jpg,lotus.bmp,0.6349206349206348,0.42
lotus_02_6.jpg,lotus.bmp,0.873015873015873,0.61
lotus_03_1.j2k,lotus.bmp,0.0158730158730158,0.2
lotus_03_2.j2k,lotus.bmp,0.1507936507936507,0.2
lotus_03_3.j2k,lotus.bmp,0.2142857142857143,0.2
lotus_03_5.j2k,lotus.bmp,0.6349206349206348,0.47
lotus_03_6.j2k,lotus.bmp,0.8888888888888888,0.75
lotus_04_1.j2k,lotus.bmp,0.0158730158730158,0.2
lotus_04_2.j2k,lotus.bmp,0.1666666666666666,0.2
lotus_04_3.j2k,lotus.bmp,0.2698412698412698,0.22
lotus_04_4.j2k,lotus.bmp,0.5476190476190476,0.42
lotus_04_5.j2k,lotus.bmp,0.7222222222222222,0.58
lotus_05_1.j2k,lotus.bmp,0.0317460317460317,0.2
lotus_05_4.j2k,lotus.bmp,0.5079365079365079,0.3
lotus_05_5.j2k,lotus.bmp,0.7063492063492064,0.45
lotus_06_1.j2k,lotus.bmp,0.0238095238095238,0.2
lotus_06_2.j2k,lotus.bmp,0.3412698412698412,0.24
lotus_06_3.j2k,lotus.bmp,0.5634920634920636,0.38
lotus_06_4.j2k,lotus.bmp,0.8015873015873014,0.62
lotus_06_5.j2k,lotus.bmp,0.9444444444444446,0.85
lotus_07_1.bmp,lotus.bmp,0.0,0.2
lotus_07_2.bmp,lotus.bmp,0.2539682539682539,0.24
lotus_07_3.bmp,lotus.bmp,0.4285714285714286,0.31
lotus_07_4.bmp,lotus.bmp,0.5952380952380953,0.42
lotus_07_5.bmp,lotus.bmp,0.7619047619047619,0.58
lotus_07_6.bmp,lotus.bmp,0.9444444444444446,0.82
lotus_08_1.bmp,lotus.bmp,0.0,0.2
lotus_08_2.bmp,lotus.bmp,0.0,0.2
lotus_08_3.bmp,lotus.bmp,0.0,0.2
lotus_08_4.bmp,lotus.bmp,0.1746031746031746,0.2
lotus_09_1.bmp,lotus.bmp,0.0079365079365079,0.2
lotus_09_2.bmp,lotus.bmp,0.119047619047619,0.2
lotus_09_4.bmp,lotus.bmp,0.3888888888888888,0.2299999999999999
lotus_09_5.bmp,lotus.bmp,0.6031746031746031,0.26
lotus_09_6.bmp,lotus.bmp,0.7698412698412699,0.42
lotus_10_1.bmp,lotus.bmp,0.0396825396825396,0.2
lotus_10_2.bmp,lotus.bmp,0.1825396825396825,0.2
lotus_10_4.bmp,lotus.bmp,0.626984126984127,0.39
lotus_10_5.bmp,lotus.bmp,0.9047619047619048,0.73
lotus_10_6.bmp,lotus.bmp,0.9841269841269844,0.86
meeting_01_1.j2k,meeting.bmp,0.0,0.2
meeting_01_2.j2k,meeting.bmp,0.0396825396825396,0.2
meeting_01_3.j2k,meeting.bmp,0.1428571428571428,0.2
meeting_01_4.j2k,meeting.bmp,0.3095238095238095,0.2299999999999999
meeting_01_5.j2k,meeting.bmp,0.5396825396825397,0.31
meeting_02_1.jpg,meeting.bmp,0.0,0.2
meeting_02_2.jpg,meeting.bmp,0.246031746031746,0.2299999999999999
meeting_02_3.jpg,meeting.bmp,0.4920634920634921,0.3399999999999999
meeting_02_5.jpg,meeting.bmp,0.753968253968254,0.48
meeting_02_6.jpg,meeting.bmp,0.8492063492063492,0.5599999999999999
meeting_03_1.j2k,meeting.bmp,0.0079365079365079,0.2
meeting_03_2.j2k,meeting.bmp,0.2222222222222222,0.21
meeting_03_3.j2k,meeting.bmp,0.2301587301587301,0.21
meeting_03_5.j2k,meeting.bmp,0.5793650793650794,0.4
meeting_03_6.j2k,meeting.bmp,0.8571428571428572,0.6799999999999999
meeting_04_1.j2k,meeting.bmp,0.0079365079365079,0.2
meeting_04_3.j2k,meeting.bmp,0.2539682539682539,0.21
meeting_04_4.j2k,meeting.bmp,0.5158730158730159,0.31
meeting_04_5.j2k,meeting.bmp,0.6428571428571428,0.48
meeting_05_4.j2k,meeting.bmp,0.3015873015873015,0.21
meeting_06_1.j2k,meeting.bmp,0.0873015873015873,0.2
meeting_06_2.j2k,meeting.bmp,0.3650793650793651,0.2299999999999999
meeting_06_4.j2k,meeting.bmp,0.753968253968254,0.54
meeting_06_5.j2k,meeting.bmp,0.8968253968253967,0.73
meeting_07_1.bmp,meeting.bmp,0.0,0.2
meeting_07_2.bmp,meeting.bmp,0.2619047619047619,0.22
meeting_07_3.bmp,meeting.bmp,0.4206349206349207,0.26
meeting_07_4.bmp,meeting.bmp,0.5793650793650794,0.35
meeting_07_5.bmp,meeting.bmp,0.7857142857142857,0.52
meeting_07_6.bmp,meeting.bmp,0.9444444444444446,0.79
meeting_08_2.bmp,meeting.bmp,0.0,0.2
meeting_08_4.bmp,meeting.bmp,0.1666666666666666,0.2
meeting_09_1.bmp,meeting.bmp,0.0,0.2
meeting_09_2.bmp,meeting.bmp,0.1349206349206349,0.2
meeting_09_3.bmp,meeting.bmp,0.2619047619047619,0.21
meeting_09_4.bmp,meeting.bmp,0.3888888888888888,0.25
meeting_09_5.bmp,meeting.bmp,0.5793650793650794,0.31
meeting_09_6.bmp,meeting.bmp,0.753968253968254,0.45
meeting_10_1.bmp,meeting.bmp,0.0158730158730158,0.2
meeting_10_3.bmp,meeting.bmp,0.1269841269841269,0.2
meeting_10_4.bmp,meeting.bmp,0.2698412698412698,0.22
meeting_10_5.bmp,meeting.bmp,0.4920634920634921,0.2799999999999999
meeting_10_6.bmp,meeting.bmp,0.8174603174603176,0.62
monument.bmp,monument.bmp,1.0,1.0
monument_01_1.j2k,monument.bmp,0.0,0.2
monument_01_2.j2k,monument.bmp,0.119047619047619,0.2
monument_01_3.j2k,monument.bmp,0.1825396825396825,0.21
monument_01_4.j2k,monument.bmp,0.3174603174603175,0.22
monument_01_5.j2k,monument.bmp,0.5238095238095238,0.38
monument_02_1.jpg,monument.bmp,0.0,0.2
monument_02_2.jpg,monument.bmp,0.2698412698412698,0.24
monument_02_3.jpg,monument.bmp,0.4523809523809524,0.35
monument_02_4.jpg,monument.bmp,0.6031746031746031,0.43
monument_02_5.jpg,monument.bmp,0.7619047619047619,0.53
monument_02_6.jpg,monument.bmp,0.8412698412698414,0.63
monument_03_1.j2k,monument.bmp,0.0079365079365079,0.2
monument_03_2.j2k,monument.bmp,0.1746031746031746,0.2
monument_03_3.j2k,monument.bmp,0.1904761904761904,0.2
monument_03_4.j2k,monument.bmp,0.3888888888888888,0.2799999999999999
monument_03_5.j2k,monument.bmp,0.6507936507936508,0.47
monument_03_6.j2k,monument.bmp,0.8888888888888888,0.77
monument_04_1.j2k,monument.bmp,0.0079365079365079,0.2
monument_04_4.j2k,monument.bmp,0.4523809523809524,0.41
monument_04_5.j2k,monument.bmp,0.6746031746031748,0.6
monument_05_1.j2k,monument.bmp,0.0,0.2
monument_05_2.j2k,monument.bmp,0.1349206349206349,0.2
monument_05_3.j2k,monument.bmp,0.3095238095238095,0.25
monument_05_4.j2k,monument.bmp,0.4603174603174603,0.3
monument_05_5.j2k,monument.bmp,0.6666666666666666,0.47
monument_06_3.j2k,monument.bmp,0.6666666666666666,0.43
monument_06_4.j2k,monument.bmp,0.9126984126984128,0.7
monument_06_5.j2k,monument.bmp,0.9841269841269844,0.85
monument_07_1.bmp,monument.bmp,0.0,0.2
monument_07_3.bmp,monument.bmp,0.4761904761904761,0.31
monument_07_5.bmp,monument.bmp,0.8253968253968255,0.55
monument_07_6.bmp,monument.bmp,0.9603174603174603,0.77
monument_08_1.bmp,monument.bmp,0.0,0.2
monument_08_2.bmp,monument.bmp,0.0,0.2
monument_08_3.bmp,monument.bmp,0.0079365079365079,0.2
monument_09_1.bmp,monument.bmp,0.0,0.2
monument_09_2.bmp,monument.bmp,0.0952380952380952,0.2
monument_09_3.bmp,monument.bmp,0.2142857142857143,0.2
monument_09_4.bmp,monument.bmp,0.3412698412698412,0.21
monument_09_5.bmp,monument.bmp,0.5158730158730159,0.25
monument_09_6.bmp,monument.bmp,0.6984126984126986,0.4
monument_10_1.bmp,monument.bmp,0.1825396825396825,0.2
monument_10_2.bmp,monument.bmp,0.2698412698412698,0.2
monument_10_4.bmp,monument.bmp,0.5873015873015873,0.3299999999999999
monument_10_5.bmp,monument.bmp,0.7222222222222222,0.45
monument_10_6.bmp,monument.bmp,0.9603174603174603,0.82
mountain.bmp,mountain.bmp,1.0,1.0
mountain_01_5.j2k,mountain.bmp,0.4285714285714286,0.29
mountain_02_1.jpg,mountain.bmp,0.0,0.2
mountain_02_2.jpg,mountain.bmp,0.1746031746031746,0.21
mountain_02_3.jpg,mountain.bmp,0.3968253968253968,0.27
mountain_02_4.jpg,mountain.bmp,0.5396825396825397,0.4
mountain_02_5.jpg,mountain.bmp,0.6984126984126986,0.48
mountain_02_6.jpg,mountain.bmp,0.8174603174603176,0.5900000000000001
mountain_03_2.j2k,mountain.bmp,0.119047619047619,0.2
mountain_03_3.j2k,mountain.bmp,0.1507936507936507,0.2
mountain_03_4.j2k,mountain.bmp,0.3253968253968254,0.25
mountain_03_5.j2k,mountain.bmp,0.5158730158730159,0.41
mountain_03_6.j2k,mountain.bmp,0.7936507936507936,0.6900000000000001
mountain_04_1.j2k,mountain.bmp,0.0079365079365079,0.2
mountain_04_2.j2k,mountain.bmp,0.1825396825396825,0.22
mountain_04_5.j2k,mountain.bmp,0.6587301587301588,0.5700000000000001
mountain_05_2.j2k,mountain.bmp,0.0317460317460317,0.2
mountain_05_3.j2k,mountain.bmp,0.119047619047619,0.2
mountain_05_5.j2k,mountain.bmp,0.6587301587301588,0.44
mountain_06_1.j2k,mountain.bmp,0.0317460317460317,0.2
mountain_06_2.j2k,mountain.bmp,0.2222222222222222,0.21
mountain_06_3.j2k,mountain.bmp,0.4920634920634921,0.38
mountain_06_4.j2k,mountain.bmp,0.8253968253968255,0.61
mountain_06_5.j2k,mountain.bmp,0.9365079365079366,0.8
mountain_07_2.bmp,mountain.bmp,0.1746031746031746,0.21
mountain_07_5.bmp,mountain.bmp,0.7222222222222222,0.5900000000000001
mountain_07_6.bmp,mountain.bmp,0.8968253968253967,0.82
mountain_08_1.bmp,mountain.bmp,0.0,0.2
mountain_08_2.bmp,mountain.bmp,0.0,0.2
mountain_08_3.bmp,mountain.bmp,0.0,0.2
mountain_08_4.bmp,mountain.bmp,0.1825396825396825,0.2
mountain_09_1.bmp,mountain.bmp,0.0,0.2
mountain_09_2.bmp,mountain.bmp,0.1111111111111111,0.2
mountain_09_3.bmp,mountain.bmp,0.2380952380952381,0.21
mountain_09_4.bmp,mountain.bmp,0.373015873015873,0.22
mountain_09_5.bmp,mountain.bmp,0.5396825396825397,0.2799999999999999
mountain_10_2.bmp,mountain.bmp,0.1587301587301587,0.2
mountain_10_3.bmp,mountain.bmp,0.1428571428571428,0.2
mountain_10_4.bmp,mountain.bmp,0.2936507936507936,0.21
mountain_10_5.bmp,mountain.bmp,0.5634920634920636,0.39
people.bmp,people.bmp,1.0,1.0
people_01_1.j2k,people.bmp,0.0,0.2
people_01_3.j2k,people.bmp,0.2222222222222222,0.2
people_01_4.j2k,people.bmp,0.3412698412698412,0.24
people_02_1.jpg,people.bmp,0.0,0.2
people_02_3.jpg,people.bmp,0.5476190476190476,0.37
people_02_5.jpg,people.bmp,0.7619047619047619,0.5700000000000001
people_02_6.jpg,people.bmp,0.873015873015873,0.63
people_03_1.j2k,people.bmp,0.0317460317460317,0.2
people_03_2.j2k,people.bmp,0.1587301587301587,0.2
people_03_3.j2k,people.bmp,0.2539682539682539,0.2
people_03_5.j2k,people.bmp,0.6349206349206348,0.41
people_03_6.j2k,people.bmp,0.9126984126984128,0.77
people_04_1.j2k,people.bmp,0.0,0.2
people_04_2.j2k,people.bmp,0.1507936507936507,0.2
people_04_3.j2k,people.bmp,0.3015873015873015,0.2299999999999999
people_04_4.j2k,people.bmp,0.5714285714285714,0.41
people_04_5.j2k,people.bmp,0.753968253968254,0.6
people_05_1.j2k,people.bmp,0.0,0.2
people_05_2.j2k,people.bmp,0.2063492063492063,0.2
people_05_4.j2k,people.bmp,0.4126984126984127,0.24
people_05_5.j2k,people.bmp,0.7142857142857143,0.47
people_06_2.j2k,people.bmp,0.3015873015873015,0.2299999999999999
people_06_3.j2k,people.bmp,0.5396825396825397,0.3299999999999999
people_06_4.j2k,people.bmp,0.7619047619047619,0.53
people_07_1.bmp,people.bmp,0.0,0.2
people_07_2.bmp,people.bmp,0.2539682539682539,0.21
people_07_3.bmp,people.bmp,0.4047619047619047,0.25
people_07_4.bmp,people.bmp,0.6031746031746031,0.3399999999999999
people_07_5.bmp,people.bmp,0.7857142857142857,0.5
people_07_6.bmp,people.bmp,0.9603174603174603,0.8400000000000001
people_08_1.bmp,people.bmp,0.0,0.2
people_08_3.bmp,people.bmp,0.0,0.2
people_08_4.bmp,people.bmp,0.1587301587301587,0.21
people_09_2.bmp,people.bmp,0.0873015873015873,0.2
people_09_3.bmp,people.bmp,0.2301587301587301,0.2
people_09_5.bmp,people.bmp,0.5158730158730159,0.24
people_09_6.bmp,people.bmp,0.6984126984126986,0.4
people_10_1.bmp,people.bmp,0.0873015873015873,0.2
people_10_2.bmp,people.bmp,0.1269841269841269,0.2
people_10_3.bmp,people.bmp,0.1428571428571428,0.2
people_10_4.bmp,people.bmp,0.4761904761904761,0.2799999999999999
people_10_5.bmp,people.bmp,0.746031746031746,0.51
people_10_6.bmp,people.bmp,0.8492063492063492,0.61
road.bmp,road.bmp,1.0,1.0
road_01_2.j2k,road.bmp,0.0238095238095238,0.2
road_01_4.j2k,road.bmp,0.3015873015873015,0.22
road_01_5.j2k,road.bmp,0.5,0.32
road_02_1.jpg,road.bmp,0.0,0.2
road_02_2.jpg,road.bmp,0.2222222222222222,0.24
road_02_4.jpg,road.bmp,0.6031746031746031,0.37
road_02_5.jpg,road.bmp,0.7380952380952381,0.5
road_02_6.jpg,road.bmp,0.8333333333333334,0.62
road_03_1.j2k,road.bmp,0.0396825396825396,0.2
road_03_2.j2k,road.bmp,0.2142857142857143,0.21
road_03_3.j2k,road.bmp,0.246031746031746,0.21
road_03_4.j2k,road.bmp,0.4761904761904761,0.26
road_03_5.j2k,road.bmp,0.6825396825396824,0.47
road_03_6.j2k,road.bmp,0.9126984126984128,0.72
road_04_1.j2k,road.bmp,0.0079365079365079,0.2
road_04_2.j2k,road.bmp,0.1666666666666666,0.21
road_04_4.j2k,road.bmp,0.5,0.36
road_05_1.j2k,road.bmp,0.0079365079365079,0.2
road_05_2.j2k,road.bmp,0.0952380952380952,0.2
road_05_4.j2k,road.bmp,0.3968253968253968,0.25
road_05_5.j2k,road.bmp,0.6984126984126986,0.5
road_06_1.j2k,road.bmp,0.0634920634920634,0.2
road_06_4.j2k,road.bmp,0.8571428571428572,0.6799999999999999
road_06_5.j2k,road.bmp,0.9444444444444446,0.8300000000000001
road_07_2.bmp,road.bmp,0.3333333333333333,0.2299999999999999
road_07_3.bmp,road.bmp,0.4285714285714286,0.31
road_07_4.bmp,road.bmp,0.6825396825396824,0.5
road_07_6.bmp,road.bmp,0.9603174603174603,0.8800000000000001
road_08_1.bmp,road.bmp,0.0,0.2
road_08_2.bmp,road.bmp,0.0,0.2
road_08_3.bmp,road.bmp,0.0,0.2
road_08_4.bmp,road.bmp,0.1904761904761904,0.21
road_09_2.bmp,road.bmp,0.119047619047619,0.2
road_09_3.bmp,road.bmp,0.246031746031746,0.21
road_09_4.bmp,road.bmp,0.3968253968253968,0.2299999999999999
road_09_5.bmp,road.bmp,0.5634920634920636,0.27
road_09_6.bmp,road.bmp,0.7380952380952381,0.43
road_10_1.bmp,road.bmp,0.0,0.2
road_10_3.bmp,road.bmp,0.1428571428571428,0.2
road_10_5.bmp,road.bmp,0.5873015873015873,0.36
road_10_6.bmp,road.bmp,0.5952380952380953,0.3399999999999999
stone.bmp,stone.bmp,1.0,1.0
stone_01_1.j2k,stone.bmp,0.0,0.2
stone_01_2.j2k,stone.bmp,0.0396825396825396,0.2
stone_01_3.j2k,stone.bmp,0.0793650793650793,0.2
stone_01_4.j2k,stone.bmp,0.1904761904761904,0.22
stone_01_5.j2k,stone.bmp,0.4444444444444444,0.35
stone_02_1.jpg,stone.bmp,0.0,0.2
stone_02_2.jpg,stone.bmp,0.2063492063492063,0.21
stone_02_3.jpg,stone.bmp,0.4365079365079365,0.3399999999999999
stone_02_4.jpg,stone.bmp,0.5873015873015873,0.44
stone_02_5.jpg,stone.bmp,0.6825396825396824,0.5900000000000001
stone_03_1.j2k,stone.bmp,0.0238095238095238,0.2
stone_03_2.j2k,stone.bmp,0.1746031746031746,0.2
stone_03_3.j2k,stone.bmp,0.2222222222222222,0.21
stone_03_5.j2k,stone.bmp,0.6746031746031748,0.5599999999999999
stone_03_6.j2k,stone.bmp,0.8968253968253967,0.78
stone_04_1.j2k,stone.bmp,0.0238095238095238,0.2
stone_04_2.j2k,stone.bmp,0.0396825396825396,0.2
stone_04_3.j2k,stone.bmp,0.1349206349206349,0.2
stone_04_4.j2k,stone.bmp,0.4444444444444444,0.31
stone_04_5.j2k,stone.bmp,0.626984126984127,0.47
stone_05_1.j2k,stone.bmp,0.0079365079365079,0.2
stone_05_2.j2k,stone.bmp,0.0634920634920634,0.2
stone_05_3.j2k,stone.bmp,0.0873015873015873,0.2
stone_05_5.j2k,stone.bmp,0.3888888888888888,0.29
stone_06_2.j2k,stone.bmp,0.3650793650793651,0.26
stone_06_3.j2k,stone.bmp,0.6507936507936508,0.55
stone_06_5.j2k,stone.bmp,0.9761904761904764,0.93
stone_07_1.bmp,stone.bmp,0.0,0.2
stone_07_3.bmp,stone.bmp,0.4444444444444444,0.37
stone_07_4.bmp,stone.bmp,0.6428571428571428,0.5
stone_07_5.bmp,stone.bmp,0.8253968253968255,0.72
stone_08_2.bmp,stone.bmp,0.0,0.2
stone_08_3.bmp,stone.bmp,0.0,0.2
stone_08_4.bmp,stone.bmp,0.1269841269841269,0.2
stone_09_1.bmp,stone.bmp,0.0079365079365079,0.2
stone_09_2.bmp,stone.bmp,0.1031746031746031,0.2
stone_09_5.bmp,stone.bmp,0.5317460317460317,0.25
stone_09_6.bmp,stone.bmp,0.7380952380952381,0.42
stone_10_2.bmp,stone.bmp,0.0158730158730158,0.2
stone_10_3.bmp,stone.bmp,0.0158730158730158,0.2
stone_10_4.bmp,stone.bmp,0.3174603174603175,0.2299999999999999
stone_10_5.bmp,stone.bmp,0.4761904761904761,0.3399999999999999
stone_10_6.bmp,stone.bmp,0.5317460317460317,0.39
tower.bmp,tower.bmp,1.0,1.0
tower_01_1.j2k,tower.bmp,0.0079365079365079,0.2
tower_01_3.j2k,tower.bmp,0.1984126984126984,0.2
tower_01_4.j2k,tower.bmp,0.3412698412698412,0.2299999999999999
tower_01_5.j2k,tower.bmp,0.5634920634920636,0.38
tower_02_1.jpg,tower.bmp,0.0,0.2
tower_02_2.jpg,tower.bmp,0.246031746031746,0.25
tower_02_3.jpg,tower.bmp,0.4761904761904761,0.37
tower_02_4.jpg,tower.bmp,0.619047619047619,0.47
tower_02_5.jpg,tower.bmp,0.7063492063492064,0.55
tower_03_1.j2k,tower.bmp,0.0317460317460317,0.2
tower_03_3.j2k,tower.bmp,0.3492063492063493,0.25
tower_03_4.j2k,tower.bmp,0.5158730158730159,0.38
tower_03_5.j2k,tower.bmp,0.7301587301587302,0.54
tower_03_6.j2k,tower.bmp,0.9523809523809522,0.82
tower_04_1.j2k,tower.bmp,0.0079365079365079,0.2
tower_04_2.j2k,tower.bmp,0.1666666666666666,0.2
tower_04_3.j2k,tower.bmp,0.3015873015873015,0.22
tower_04_4.j2k,tower.bmp,0.5238095238095238,0.41
tower_04_5.j2k,tower.bmp,0.6904761904761906,0.55
tower_05_2.j2k,tower.bmp,0.1587301587301587,0.2
tower_05_3.j2k,tower.bmp,0.2380952380952381,0.21
tower_05_4.j2k,tower.bmp,0.4047619047619047,0.24
tower_05_5.j2k,tower.bmp,0.5714285714285714,0.36
tower_06_1.j2k,tower.bmp,0.1746031746031746,0.2
tower_06_2.j2k,tower.bmp,0.4444444444444444,0.29
tower_06_4.j2k,tower.bmp,0.8809523809523809,0.76
tower_07_1.bmp,tower.bmp,0.0,0.2
tower_07_4.bmp,tower.bmp,0.6587301587301588,0.5
tower_07_5.bmp,tower.bmp,0.8333333333333334,0.62
tower_07_6.bmp,tower.bmp,0.9523809523809522,0.85
tower_08_1.bmp,tower.bmp,0.0,0.2
tower_08_2.bmp,tower.bmp,0.0158730158730158,0.2
tower_08_3.bmp,tower.bmp,0.0238095238095238,0.2
tower_08_4.bmp,tower.bmp,0.1587301587301587,0.2
tower_09_1.bmp,tower.bmp,0.0,0.2
tower_09_2.bmp,tower.bmp,0.1031746031746031,0.2
tower_09_3.bmp,tower.bmp,0.2142857142857143,0.2
tower_09_4.bmp,tower.bmp,0.3333333333333333,0.22
tower_09_5.bmp,tower.bmp,0.5079365079365079,0.26
tower_09_6.bmp,tower.bmp,0.6666666666666666,0.41
tower_10_1.bmp,tower.bmp,0.0079365079365079,0.2
tower_10_2.bmp,tower.bmp,0.0396825396825396,0.2
tower_10_3.bmp,tower.bmp,0.0634920634920634,0.2
tower_10_4.bmp,tower.bmp,0.3492063492063493,0.2799999999999999
tower_10_6.bmp,tower.bmp,0.7857142857142857,0.5700000000000001
water.bmp,water.bmp,1.0,1.0
water_01_1.j2k,water.bmp,0.0,0.2
water_01_2.j2k,water.bmp,0.1428571428571428,0.2
water_01_3.j2k,water.bmp,0.2936507936507936,0.22
water_01_4.j2k,water.bmp,0.4126984126984127,0.2799999999999999
water_01_5.j2k,water.bmp,0.6031746031746031,0.47
water_02_1.jpg,water.bmp,0.0,0.2
water_02_2.jpg,water.bmp,0.2777777777777778,0.2299999999999999
water_02_3.jpg,water.bmp,0.4523809523809524,0.32
water_02_4.jpg,water.bmp,0.6031746031746031,0.42
water_02_5.jpg,water.bmp,0.7142857142857143,0.47
water_02_6.jpg,water.bmp,0.8095238095238094,0.62
water_03_1.j2k,water.bmp,0.0,0.2
water_03_2.j2k,water.bmp,0.1269841269841269,0.2
water_03_3.j2k,water.bmp,0.1666666666666666,0.2
water_03_5.j2k,water.bmp,0.5555555555555555,0.44
water_03_6.j2k,water.bmp,0.8412698412698414,0.6900000000000001
water_04_1.j2k,water.bmp,0.0,0.2
water_04_2.j2k,water.bmp,0.2698412698412698,0.2299999999999999
water_04_3.j2k,water.bmp,0.4126984126984127,0.3
water_04_4.j2k,water.bmp,0.5714285714285714,0.42
water_05_1.j2k,water.bmp,0.0,0.2
water_05_2.j2k,water.bmp,0.1428571428571428,0.2
water_05_3.j2k,water.bmp,0.2063492063492063,0.22
water_05_4.j2k,water.bmp,0.3333333333333333,0.2299999999999999
water_05_5.j2k,water.bmp,0.611111111111111,0.41
water_06_1.j2k,water.bmp,0.2222222222222222,0.2
water_06_3.j2k,water.bmp,0.7142857142857143,0.5
water_06_4.j2k,water.bmp,0.8809523809523809,0.7
water_07_2.bmp,water.bmp,0.2301587301587301,0.2299999999999999
water_07_3.bmp,water.bmp,0.4126984126984127,0.2799999999999999
water_07_5.bmp,water.bmp,0.7380952380952381,0.61
water_07_6.bmp,water.bmp,0.873015873015873,0.78
water_08_2.bmp,water.bmp,0.0,0.2
water_08_3.bmp,water.bmp,0.0,0.2
water_08_4.bmp,water.bmp,0.1507936507936507,0.2
water_09_1.bmp,water.bmp,0.0079365079365079,0.2
water_09_2.bmp,water.bmp,0.119047619047619,0.2
water_09_3.bmp,water.bmp,0.2380952380952381,0.21
water_09_4.bmp,water.bmp,0.3888888888888888,0.22
water_09_6.bmp,water.bmp,0.753968253968254,0.44
water_10_4.bmp,water.bmp,0.3571428571428571,0.26
water_10_5.bmp,water.bmp,0.3492063492063493,0.27
water_10_6.bmp,water.bmp,0.5396825396825397,0.35
